sku,month,percentile_level,approx_threshold,exact_threshold,threshold_delta
J0431-DR-XS,2022-06,P80,1.0,1.0,0.0
J0431-DR-XS,2022-06,P90,1.0,1.0,0.0
J0431-DR-XXL,2022-06,P80,1.0,1.0,0.0
J0431-DR-XXL,2022-06,P90,1.0,1.0,0.0
J0431-DR-XXXL,2022-06,P80,1.0,1.0,0.0
J0431-DR-XXXL,2022-06,P90,1.0,1.0,0.0
J0434-DR-L,2022-06,P80,27.0,27.0,0.0
J0434-DR-L,2022-06,P90,30.0,30.0,0.0
J0434-DR-S,2022-06,P80,1.0,1.0,0.0
J0434-DR-S,2022-06,P90,1.0,1.0,0.0
J0434-DR-XL,2022-06,P80,1.0,1.0,0.0
J0434-DR-XL,2022-06,P90,1.0,1.0,0.0
J0434-DR-XXL,2022-06,P80,1.0,1.0,0.0
J0434-DR-XXL,2022-06,P90,1.0,1.0,0.0
J0434-DR-XXXL,2022-06,P80,28.0,28.0,0.0
J0434-DR-XXXL,2022-06,P90,28.0,28.0,0.0
JNE0722-K,2022-04,P80,1.0,1.0,0.0
JNE0722-K,2022-04,P90,1.0,1.0,0.0
JNE0722-K,2022-05,P80,0.0,0.0,0.0
JNE0722-K,2022-05,P90,0.0,0.0,0.0
JNE0850-N,2022-04,P80,26.0,26.0,0.0
JNE0850-N,2022-04,P90,26.0,26.0,0.0
JNE09186-BLUE-SR-JP7104RMV,2022-04,P80,1.0,1.0,0.0
JNE09186-BLUE-SR-JP7104RMV,2022-04,P90,1.0,1.0,0.0
JNE09186-BLUE-SR-JP7104RMV-K,2022-04,P80,0.0,0.0,0.0
JNE09186-BLUE-SR-JP7104RMV-K,2022-04,P90,0.0,0.0,0.0
JNE09186-BLUE-SR-JP7104RMV-N,2022-04,P80,0.0,0.0,0.0
JNE09186-BLUE-SR-JP7104RMV-N,2022-04,P90,0.0,0.0,0.0
JNE09186-BLUE-SR-JP7104RMV-N,2022-05,P80,1.0,1.0,0.0
JNE09186-BLUE-SR-JP7104RMV-N,2022-05,P90,1.0,1.0,0.0
JNE09187-PINK-SR-JP7104RNV,2022-04,P80,1.0,1.0,0.0
JNE09187-PINK-SR-JP7104RNV,2022-04,P90,1.0,1.0,0.0
JNE09209-MULTI-SR-JP8101RMV,2022-04,P80,26.0,26.0,0.0
JNE09209-MULTI-SR-JP8101RMV,2022-04,P90,26.0,26.0,0.0
JNE09209-MULTI-SR-JP8101RMV-K,2022-06,P80,1.0,1.0,0.0
JNE09209-MULTI-SR-JP8101RMV-K,2022-06,P90,1.0,1.0,0.0
JNE09210-PINK-SR-JP8101RNV,2022-04,P80,0.0,0.0,0.0
JNE09210-PINK-SR-JP8101RNV,2022-04,P90,0.0,0.0,0.0
JNE09210-PINK-SR-JP8101RNV,2022-05,P80,0.0,0.0,0.0
JNE09210-PINK-SR-JP8101RNV,2022-05,P90,0.0,0.0,0.0
JNE09210-PINK-SR-JP8101RNV,2022-06,P80,1.0,1.0,0.0
JNE09210-PINK-SR-JP8101RNV,2022-06,P90,1.0,1.0,0.0
JNE09210-PINK-SR-JP8101RNV-K,2022-06,P80,1.0,1.0,0.0
JNE09210-PINK-SR-JP8101RNV-K,2022-06,P90,1.0,1.0,0.0
JNE1000-NAVY-SR-JB6102RMV-K,2022-04,P80,1.0,1.0,0.0
JNE1000-NAVY-SR-JB6102RMV-K,2022-04,P90,1.0,1.0,0.0
JNE1000-NAVY-SR-JB6102RMV-K,2022-05,P80,1.0,1.0,0.0
JNE1000-NAVY-SR-JB6102RMV-K,2022-05,P90,1.0,1.0,0.0
JNE1233-BLUE-KR-031-L,2022-04,P80,18.0,18.0,0.0
JNE1233-BLUE-KR-031-L,2022-04,P90,24.0,24.0,0.0
JNE1233-BLUE-KR-031-L,2022-05,P80,1.0,1.0,0.0
JNE1233-BLUE-KR-031-L,2022-05,P90,1.0,1.0,0.0
JNE1233-BLUE-KR-031-L,2022-06,P80,31.0,31.0,0.0
JNE1233-BLUE-KR-031-L,2022-06,P90,31.0,31.0,0.0
JNE1233-BLUE-KR-031-M,2022-04,P80,1.0,1.0,0.0
JNE1233-BLUE-KR-031-M,2022-04,P90,1.0,1.0,0.0
JNE1233-BLUE-KR-031-M,2022-05,P80,1.0,1.0,0.0
JNE1233-BLUE-KR-031-M,2022-05,P90,1.0,1.0,0.0
JNE1233-BLUE-KR-031-M,2022-06,P80,26.0,26.0,0.0
JNE1233-BLUE-KR-031-M,2022-06,P90,26.0,26.0,0.0
JNE1233-BLUE-KR-031-S,2022-04,P80,1.0,1.0,0.0
JNE1233-BLUE-KR-031-S,2022-04,P90,1.0,1.0,0.0
JNE1233-BLUE-KR-031-S,2022-05,P80,21.0,21.0,0.0
JNE1233-BLUE-KR-031-S,2022-05,P90,21.0,21.0,0.0
JNE1233-BLUE-KR-031-S,2022-06,P80,14.0,14.0,0.0
JNE1233-BLUE-KR-031-S,2022-06,P90,14.0,14.0,0.0
JNE1233-BLUE-KR-031-XL,2022-04,P80,22.0,22.0,0.0
JNE1233-BLUE-KR-031-XL,2022-04,P90,24.0,24.0,0.0
JNE1233-BLUE-KR-031-XL,2022-05,P80,23.0,23.0,0.0
JNE1233-BLUE-KR-031-XL,2022-05,P90,27.0,27.0,0.0
JNE1233-BLUE-KR-031-XL,2022-06,P80,20.0,20.0,0.0
JNE1233-BLUE-KR-031-XL,2022-06,P90,27.0,27.0,0.0
JNE1233-BLUE-KR-031-XS,2022-04,P80,1.0,1.0,0.0
JNE1233-BLUE-KR-031-XS,2022-04,P90,1.0,1.0,0.0
JNE1233-BLUE-KR-031-XS,2022-05,P80,1.0,1.0,0.0
JNE1233-BLUE-KR-031-XS,2022-05,P90,1.0,1.0,0.0
JNE1233-BLUE-KR-031-XS,2022-06,P80,1.0,1.0,0.0
JNE1233-BLUE-KR-031-XS,2022-06,P90,1.0,1.0,0.0
JNE1233-BLUE-KR-031-XXL,2022-04,P80,18.0,18.0,0.0
JNE1233-BLUE-KR-031-XXL,2022-04,P90,19.0,19.0,0.0
JNE1233-BLUE-KR-031-XXL,2022-05,P80,1.0,1.0,0.0
JNE1233-BLUE-KR-031-XXL,2022-05,P90,1.0,1.0,0.0
JNE1233-BLUE-KR-031-XXL,2022-06,P80,1.0,1.0,0.0
JNE1233-BLUE-KR-031-XXL,2022-06,P90,14.0,14.0,0.0
JNE1233-BLUE-KR-031-XXXL,2022-04,P80,20.0,20.0,0.0
JNE1233-BLUE-KR-031-XXXL,2022-04,P90,20.0,20.0,0.0
JNE1233-BLUE-KR-031-XXXL,2022-05,P80,23.0,23.0,0.0
JNE1233-BLUE-KR-031-XXXL,2022-05,P90,28.0,28.0,0.0
JNE1233-BLUE-KR-031-XXXL,2022-06,P80,25.0,25.0,0.0
JNE1233-BLUE-KR-031-XXXL,2022-06,P90,25.0,25.0,0.0
JNE1234-MULTI-KR-032-L,2022-04,P80,23.0,23.0,0.0
JNE1234-MULTI-KR-032-L,2022-04,P90,24.0,24.0,0.0
JNE1234-MULTI-KR-032-L,2022-06,P80,27.0,27.0,0.0
JNE1234-MULTI-KR-032-L,2022-06,P90,27.0,27.0,0.0
JNE1234-MULTI-KR-032-M,2022-04,P80,23.0,23.0,0.0
JNE1234-MULTI-KR-032-M,2022-04,P90,24.0,24.0,0.0
JNE1234-MULTI-KR-032-M,2022-05,P80,15.0,15.0,0.0
JNE1234-MULTI-KR-032-M,2022-05,P90,15.0,15.0,0.0
JNE1234-MULTI-KR-032-M,2022-06,P80,1.0,1.0,0.0
JNE1234-MULTI-KR-032-M,2022-06,P90,1.0,1.0,0.0
JNE1234-MULTI-KR-032-S,2022-04,P80,18.0,18.0,0.0
JNE1234-MULTI-KR-032-S,2022-04,P90,20.0,20.0,0.0
JNE1234-MULTI-KR-032-S,2022-06,P80,1.0,1.0,0.0
JNE1234-MULTI-KR-032-S,2022-06,P90,1.0,1.0,0.0
JNE1234-MULTI-KR-032-XL,2022-04,P80,17.0,17.0,0.0
JNE1234-MULTI-KR-032-XL,2022-04,P90,18.0,18.0,0.0
JNE1234-MULTI-KR-032-XL,2022-05,P80,25.0,25.0,0.0
JNE1234-MULTI-KR-032-XL,2022-05,P90,25.0,25.0,0.0
JNE1234-MULTI-KR-032-XL,2022-06,P80,1.0,1.0,0.0
JNE1234-MULTI-KR-032-XL,2022-06,P90,21.0,21.0,0.0
JNE1234-MULTI-KR-032-XS,2022-04,P80,22.0,22.0,0.0
JNE1234-MULTI-KR-032-XS,2022-04,P90,22.0,22.0,0.0
JNE1234-MULTI-KR-032-XS,2022-05,P80,17.0,17.0,0.0
JNE1234-MULTI-KR-032-XS,2022-05,P90,17.0,17.0,0.0
JNE1234-MULTI-KR-032-XXL,2022-04,P80,23.0,23.0,0.0
JNE1234-MULTI-KR-032-XXL,2022-04,P90,23.0,23.0,0.0
JNE1234-MULTI-KR-032-XXL,2022-05,P80,0.0,0.0,0.0
JNE1234-MULTI-KR-032-XXL,2022-05,P90,0.0,0.0,0.0
JNE1234-MULTI-KR-032-XXL,2022-06,P80,24.0,24.0,0.0
JNE1234-MULTI-KR-032-XXL,2022-06,P90,24.0,24.0,0.0
JNE1234-MULTI-KR-032-XXXL,2022-04,P80,1.0,1.0,0.0
JNE1234-MULTI-KR-032-XXXL,2022-04,P90,1.0,1.0,0.0
JNE1234-MULTI-KR-032-XXXL,2022-05,P80,15.0,15.0,0.0
JNE1234-MULTI-KR-032-XXXL,2022-05,P90,15.0,15.0,0.0
JNE1234-MULTI-KR-032-XXXL,2022-06,P80,20.0,20.0,0.0
JNE1234-MULTI-KR-032-XXXL,2022-06,P90,20.0,20.0,0.0
JNE1407-BLACK-KR-UDF18-XL,2022-04,P80,0.0,0.0,0.0
JNE1407-BLACK-KR-UDF18-XL,2022-04,P90,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-L,2022-04,P80,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-L,2022-04,P90,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-L,2022-05,P80,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-L,2022-05,P90,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-L,2022-06,P80,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-L,2022-06,P90,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-M,2022-05,P80,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-M,2022-05,P90,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-M,2022-06,P80,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-M,2022-06,P90,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-S,2022-04,P80,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-S,2022-04,P90,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-S,2022-05,P80,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-S,2022-05,P90,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-S,2022-06,P80,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-S,2022-06,P90,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-XL,2022-04,P80,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-XL,2022-04,P90,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-XL,2022-06,P80,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-XL,2022-06,P90,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-XXL,2022-04,P80,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-XXL,2022-04,P90,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-XXL,2022-05,P80,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-XXL,2022-05,P90,1.0,1.0,0.0
JNE1408-GREY-KR-UDF19-XXL,2022-06,P80,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-XXL,2022-06,P90,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-XXXL,2022-04,P80,19.0,19.0,0.0
JNE1408-GREY-KR-UDF19-XXXL,2022-04,P90,19.0,19.0,0.0
JNE1408-GREY-KR-UDF19-XXXL,2022-06,P80,0.0,0.0,0.0
JNE1408-GREY-KR-UDF19-XXXL,2022-06,P90,0.0,0.0,0.0
JNE1408-KR-UDF19-A-L,2022-05,P80,1.0,1.0,0.0
JNE1408-KR-UDF19-A-L,2022-05,P90,1.0,1.0,0.0
JNE1408-KR-UDF19-A-M,2022-04,P80,21.0,21.0,0.0
JNE1408-KR-UDF19-A-M,2022-04,P90,21.0,21.0,0.0
JNE1408-KR-UDF19-A-M,2022-05,P80,1.0,1.0,0.0
JNE1408-KR-UDF19-A-M,2022-05,P90,17.0,17.0,0.0
JNE1408-KR-UDF19-A-S,2022-04,P80,20.0,20.0,0.0
JNE1408-KR-UDF19-A-S,2022-04,P90,20.0,20.0,0.0
JNE1408-KR-UDF19-A-S,2022-05,P80,25.0,25.0,0.0
JNE1408-KR-UDF19-A-S,2022-05,P90,25.0,25.0,0.0
JNE1408-KR-UDF19-A-S,2022-06,P80,1.0,1.0,0.0
JNE1408-KR-UDF19-A-S,2022-06,P90,1.0,1.0,0.0
JNE1408-KR-UDF19-A-XL,2022-04,P80,21.0,21.0,0.0
JNE1408-KR-UDF19-A-XL,2022-04,P90,21.0,21.0,0.0
JNE1408-KR-UDF19-A-XL,2022-05,P80,19.0,19.0,0.0
JNE1408-KR-UDF19-A-XL,2022-05,P90,19.0,19.0,0.0
JNE1408-KR-UDF19-A-XL,2022-06,P80,1.0,1.0,0.0
JNE1408-KR-UDF19-A-XL,2022-06,P90,1.0,1.0,0.0
JNE1408-KR-UDF19-A-XS,2022-05,P80,1.0,1.0,0.0
JNE1408-KR-UDF19-A-XS,2022-05,P90,1.0,1.0,0.0
JNE1408-KR-UDF19-A-XS,2022-06,P80,1.0,1.0,0.0
JNE1408-KR-UDF19-A-XS,2022-06,P90,1.0,1.0,0.0
JNE1408-KR-UDF19-A-XXL,2022-05,P80,17.0,17.0,0.0
JNE1408-KR-UDF19-A-XXL,2022-05,P90,17.0,17.0,0.0
JNE1408-KR-UDF19-A-XXXL,2022-04,P80,1.0,1.0,0.0
JNE1408-KR-UDF19-A-XXXL,2022-04,P90,1.0,1.0,0.0
JNE1408-KR-UDF19-A-XXXL,2022-05,P80,0.0,0.0,0.0
JNE1408-KR-UDF19-A-XXXL,2022-05,P90,0.0,0.0,0.0
JNE1408-KR-UDF19-A-XXXL,2022-06,P80,0.0,0.0,0.0
JNE1408-KR-UDF19-A-XXXL,2022-06,P90,0.0,0.0,0.0
JNE1525-KR-UDF19-A-L,2022-04,P80,1.0,1.0,0.0
JNE1525-KR-UDF19-A-L,2022-04,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-L,2022-05,P80,0.0,0.0,0.0
JNE1525-KR-UDF19-A-L,2022-05,P90,0.0,0.0,0.0
JNE1525-KR-UDF19-A-L,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19-A-L,2022-06,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-M,2022-04,P80,1.0,1.0,0.0
JNE1525-KR-UDF19-A-M,2022-04,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-M,2022-05,P80,0.0,0.0,0.0
JNE1525-KR-UDF19-A-M,2022-05,P90,0.0,0.0,0.0
JNE1525-KR-UDF19-A-M,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19-A-M,2022-06,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-S,2022-04,P80,1.0,1.0,0.0
JNE1525-KR-UDF19-A-S,2022-04,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-S,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19-A-S,2022-06,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-XL,2022-04,P80,0.0,0.0,0.0
JNE1525-KR-UDF19-A-XL,2022-04,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-XL,2022-05,P80,1.0,1.0,0.0
JNE1525-KR-UDF19-A-XL,2022-05,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-XS,2022-04,P80,1.0,1.0,0.0
JNE1525-KR-UDF19-A-XS,2022-04,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-XS,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19-A-XS,2022-06,P90,1.0,1.0,0.0
JNE1525-KR-UDF19-A-XXL,2022-04,P80,16.0,16.0,0.0
JNE1525-KR-UDF19-A-XXL,2022-04,P90,16.0,16.0,0.0
JNE1525-KR-UDF19-A-XXL,2022-06,P80,14.0,14.0,0.0
JNE1525-KR-UDF19-A-XXL,2022-06,P90,14.0,14.0,0.0
JNE1525-KR-UDF19-A-XXXL,2022-04,P80,20.0,20.0,0.0
JNE1525-KR-UDF19-A-XXXL,2022-04,P90,20.0,20.0,0.0
JNE1525-KR-UDF19-A-XXXL,2022-06,P80,0.0,0.0,0.0
JNE1525-KR-UDF19-A-XXXL,2022-06,P90,0.0,0.0,0.0
JNE1525-KR-UDF19BLACK-L,2022-04,P80,18.0,18.0,0.0
JNE1525-KR-UDF19BLACK-L,2022-04,P90,18.0,18.0,0.0
JNE1525-KR-UDF19BLACK-L,2022-05,P80,20.0,20.0,0.0
JNE1525-KR-UDF19BLACK-L,2022-05,P90,20.0,20.0,0.0
JNE1525-KR-UDF19BLACK-L,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-L,2022-06,P90,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-M,2022-04,P80,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-M,2022-04,P90,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-M,2022-05,P80,29.0,29.0,0.0
JNE1525-KR-UDF19BLACK-M,2022-05,P90,30.0,30.0,0.0
JNE1525-KR-UDF19BLACK-M,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-M,2022-06,P90,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-S,2022-04,P80,21.0,21.0,0.0
JNE1525-KR-UDF19BLACK-S,2022-04,P90,23.0,23.0,0.0
JNE1525-KR-UDF19BLACK-S,2022-05,P80,28.0,28.0,0.0
JNE1525-KR-UDF19BLACK-S,2022-05,P90,28.0,28.0,0.0
JNE1525-KR-UDF19BLACK-S,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-S,2022-06,P90,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-XL,2022-04,P80,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-XL,2022-04,P90,21.0,21.0,0.0
JNE1525-KR-UDF19BLACK-XL,2022-05,P80,24.0,24.0,0.0
JNE1525-KR-UDF19BLACK-XL,2022-05,P90,24.0,24.0,0.0
JNE1525-KR-UDF19BLACK-XL,2022-06,P80,0.0,0.0,0.0
JNE1525-KR-UDF19BLACK-XL,2022-06,P90,0.0,0.0,0.0
JNE1525-KR-UDF19BLACK-XS,2022-04,P80,21.0,21.0,0.0
JNE1525-KR-UDF19BLACK-XS,2022-04,P90,21.0,21.0,0.0
JNE1525-KR-UDF19BLACK-XS,2022-05,P80,29.0,29.0,0.0
JNE1525-KR-UDF19BLACK-XS,2022-05,P90,29.0,29.0,0.0
JNE1525-KR-UDF19BLACK-XS,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-XS,2022-06,P90,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-XXL,2022-04,P80,0.0,0.0,0.0
JNE1525-KR-UDF19BLACK-XXL,2022-04,P90,0.0,0.0,0.0
JNE1525-KR-UDF19BLACK-XXL,2022-05,P80,25.0,25.0,0.0
JNE1525-KR-UDF19BLACK-XXL,2022-05,P90,25.0,25.0,0.0
JNE1525-KR-UDF19BLACK-XXL,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-XXL,2022-06,P90,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-XXXL,2022-04,P80,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-XXXL,2022-04,P90,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-XXXL,2022-06,P80,1.0,1.0,0.0
JNE1525-KR-UDF19BLACK-XXXL,2022-06,P90,21.0,21.0,0.0
JNE1906-KR-031-L,2022-04,P80,1.0,1.0,0.0
JNE1906-KR-031-L,2022-04,P90,1.0,1.0,0.0
JNE1906-KR-031-L,2022-05,P80,26.0,26.0,0.0
JNE1906-KR-031-L,2022-05,P90,26.0,26.0,0.0
JNE1906-KR-031-L,2022-06,P80,1.0,1.0,0.0
JNE1906-KR-031-L,2022-06,P90,1.0,1.0,0.0
JNE1906-KR-031-M,2022-04,P80,1.0,1.0,0.0
JNE1906-KR-031-M,2022-04,P90,1.0,1.0,0.0
JNE1906-KR-031-M,2022-05,P80,16.0,16.0,0.0
JNE1906-KR-031-M,2022-05,P90,18.0,18.0,0.0
JNE1906-KR-031-M,2022-06,P80,1.0,1.0,0.0
JNE1906-KR-031-M,2022-06,P90,1.0,1.0,0.0
JNE1906-KR-031-S,2022-04,P80,0.0,0.0,0.0
JNE1906-KR-031-S,2022-04,P90,0.0,0.0,0.0
JNE1906-KR-031-S,2022-05,P80,1.0,1.0,0.0
JNE1906-KR-031-S,2022-05,P90,16.0,16.0,0.0
JNE1906-KR-031-S,2022-06,P80,1.0,1.0,0.0
JNE1906-KR-031-S,2022-06,P90,1.0,1.0,0.0
JNE1906-KR-031-XL,2022-04,P80,0.0,0.0,0.0
JNE1906-KR-031-XL,2022-04,P90,0.0,0.0,0.0
JNE1906-KR-031-XL,2022-05,P80,20.0,20.0,0.0
JNE1906-KR-031-XL,2022-05,P90,20.0,20.0,0.0
JNE1906-KR-031-XL,2022-06,P80,1.0,1.0,0.0
JNE1906-KR-031-XL,2022-06,P90,24.0,24.0,0.0
JNE1906-KR-031-XS,2022-04,P80,0.0,0.0,0.0
JNE1906-KR-031-XS,2022-04,P90,0.0,0.0,0.0
JNE1906-KR-031-XS,2022-05,P80,25.0,25.0,0.0
JNE1906-KR-031-XS,2022-05,P90,25.0,25.0,0.0
JNE1906-KR-031-XS,2022-06,P80,1.0,1.0,0.0
JNE1906-KR-031-XS,2022-06,P90,1.0,1.0,0.0
JNE1906-KR-031-XXL,2022-04,P80,21.0,21.0,0.0
JNE1906-KR-031-XXL,2022-04,P90,22.0,22.0,0.0
JNE1906-KR-031-XXL,2022-05,P80,22.0,22.0,0.0
JNE1906-KR-031-XXL,2022-05,P90,23.0,23.0,0.0
JNE1906-KR-031-XXXL,2022-04,P80,1.0,1.0,0.0
JNE1906-KR-031-XXXL,2022-04,P90,1.0,1.0,0.0
JNE1906-KR-031-XXXL,2022-05,P80,25.0,25.0,0.0
JNE1906-KR-031-XXXL,2022-05,P90,25.0,25.0,0.0
JNE1906-KR-031-XXXL,2022-06,P80,23.0,23.0,0.0
JNE1906-KR-031-XXXL,2022-06,P90,23.0,23.0,0.0
JNE1951-KR-155-L,2022-06,P80,1.0,1.0,0.0
JNE1951-KR-155-L,2022-06,P90,1.0,1.0,0.0
JNE1951-KR-155-M,2022-04,P80,23.0,23.0,0.0
JNE1951-KR-155-M,2022-04,P90,24.0,24.0,0.0
JNE1951-KR-155-M,2022-06,P80,1.0,1.0,0.0
JNE1951-KR-155-M,2022-06,P90,1.0,1.0,0.0
JNE1951-KR-155-S,2022-04,P80,26.0,26.0,0.0
JNE1951-KR-155-S,2022-04,P90,26.0,26.0,0.0
JNE1951-KR-155-S,2022-06,P80,1.0,1.0,0.0
JNE1951-KR-155-S,2022-06,P90,1.0,1.0,0.0
JNE1951-KR-155-XL,2022-04,P80,23.0,23.0,0.0
JNE1951-KR-155-XL,2022-04,P90,23.0,23.0,0.0
JNE1951-KR-155-XL,2022-05,P80,21.0,21.0,0.0
JNE1951-KR-155-XL,2022-05,P90,21.0,21.0,0.0
JNE1951-KR-155-XL,2022-06,P80,24.0,24.0,0.0
JNE1951-KR-155-XL,2022-06,P90,24.0,24.0,0.0
JNE1951-KR-155-XS,2022-04,P80,1.0,1.0,0.0
JNE1951-KR-155-XS,2022-04,P90,1.0,1.0,0.0
JNE1951-KR-155-XXL,2022-04,P80,25.0,25.0,0.0
JNE1951-KR-155-XXL,2022-04,P90,25.0,25.0,0.0
JNE1951-KR-155-XXL,2022-05,P80,25.0,25.0,0.0
JNE1951-KR-155-XXL,2022-05,P90,29.0,29.0,0.0
JNE1951-KR-155-XXL,2022-06,P80,29.0,29.0,0.0
JNE1951-KR-155-XXL,2022-06,P90,31.0,31.0,0.0
JNE1951-KR-155-XXXL,2022-04,P80,20.0,20.0,0.0
JNE1951-KR-155-XXXL,2022-04,P90,20.0,20.0,0.0
JNE1951-KR-155-XXXL,2022-05,P80,22.0,22.0,0.0
JNE1951-KR-155-XXXL,2022-05,P90,22.0,22.0,0.0
JNE1951-KR-155-XXXL,2022-06,P80,27.0,27.0,0.0
JNE1951-KR-155-XXXL,2022-06,P90,27.0,27.0,0.0
JNE1975-KR-309-S,2022-04,P80,0.0,0.0,0.0
JNE1975-KR-309-S,2022-04,P90,0.0,0.0,0.0
JNE1975-KR-309-XS,2022-04,P80,0.0,0.0,0.0
JNE1975-KR-309-XS,2022-04,P90,0.0,0.0,0.0
JNE1975-KR-309-XXL,2022-04,P80,1.0,1.0,0.0
JNE1975-KR-309-XXL,2022-04,P90,1.0,1.0,0.0
JNE1977-KR-237-L,2022-04,P80,17.0,17.0,0.0
JNE1977-KR-237-L,2022-04,P90,28.0,28.0,0.0
JNE1977-KR-237-L,2022-05,P80,1.0,1.0,0.0
JNE1977-KR-237-L,2022-05,P90,1.0,1.0,0.0
JNE1977-KR-237-L,2022-06,P80,24.0,24.0,0.0
JNE1977-KR-237-L,2022-06,P90,31.0,31.0,0.0
JNE1977-KR-237-M,2022-04,P80,20.0,20.0,0.0
JNE1977-KR-237-M,2022-04,P90,23.0,23.0,0.0
JNE1977-KR-237-M,2022-05,P80,19.0,19.0,0.0
JNE1977-KR-237-M,2022-05,P90,19.0,19.0,0.0
JNE1977-KR-237-M,2022-06,P80,19.0,19.0,0.0
JNE1977-KR-237-M,2022-06,P90,19.0,19.0,0.0
JNE1977-KR-237-S,2022-04,P80,1.0,1.0,0.0
JNE1977-KR-237-S,2022-04,P90,1.0,1.0,0.0
JNE1977-KR-237-S,2022-05,P80,20.0,20.0,0.0
JNE1977-KR-237-S,2022-05,P90,20.0,20.0,0.0
JNE1977-KR-237-S,2022-06,P80,25.0,25.0,0.0
JNE1977-KR-237-S,2022-06,P90,25.0,25.0,0.0
JNE1977-KR-237-XL,2022-04,P80,23.0,23.0,0.0
JNE1977-KR-237-XL,2022-04,P90,24.0,24.0,0.0
JNE1977-KR-237-XL,2022-06,P80,1.0,1.0,0.0
JNE1977-KR-237-XL,2022-06,P90,1.0,1.0,0.0
JNE1977-KR-237-XS,2022-04,P80,1.0,1.0,0.0
JNE1977-KR-237-XS,2022-04,P90,1.0,1.0,0.0
JNE1977-KR-237-XS,2022-05,P80,20.0,20.0,0.0
JNE1977-KR-237-XS,2022-05,P90,20.0,20.0,0.0
JNE1977-KR-237-XS,2022-06,P80,22.0,22.0,0.0
JNE1977-KR-237-XS,2022-06,P90,22.0,22.0,0.0
JNE1977-KR-237-XXL,2022-04,P80,18.0,18.0,0.0
JNE1977-KR-237-XXL,2022-04,P90,24.0,24.0,0.0
JNE1977-KR-237-XXL,2022-05,P80,18.0,18.0,0.0
JNE1977-KR-237-XXL,2022-05,P90,21.0,21.0,0.0
JNE1977-KR-237-XXL,2022-06,P80,26.0,26.0,0.0
JNE1977-KR-237-XXL,2022-06,P90,26.0,26.0,0.0
JNE1977-KR-237-XXXL,2022-04,P80,22.0,22.0,0.0
