sku,month,percentile_level,approx_threshold,exact_threshold,threshold_delta
BL111-M,2022-03,P80,23.0,23.0,0.0
BL111-M,2022-03,P90,23.0,23.0,0.0
BL111-M,2022-06,P80,1.0,1.0,0.0
BL111-M,2022-06,P90,1.0,1.0,0.0
BL111-S,2022-04,P80,23.0,23.0,0.0
BL111-S,2022-04,P90,23.0,23.0,0.0
BL111-XL,2022-06,P80,23.0,23.0,0.0
BL111-XL,2022-06,P90,23.0,23.0,0.0
BL111-XS,2022-05,P80,1.0,1.0,0.0
BL111-XS,2022-05,P90,1.0,1.0,0.0
BL111-XS,2022-06,P80,1.0,1.0,0.0
BL111-XS,2022-06,P90,1.0,1.0,0.0
BL113-L,2022-04,P80,1.0,1.0,0.0
BL113-L,2022-04,P90,1.0,1.0,0.0
BL113-L,2022-05,P80,0.0,0.0,0.0
BL113-L,2022-05,P90,0.0,0.0,0.0
BL113-L,2022-06,P80,1.0,1.0,0.0
BL113-L,2022-06,P90,1.0,1.0,0.0
BL113-M,2022-04,P80,0.0,0.0,0.0
BL113-M,2022-04,P90,0.0,0.0,0.0
BL113-M,2022-05,P80,1.0,1.0,0.0
BL113-M,2022-05,P90,1.0,1.0,0.0
BL113-S,2022-04,P80,0.0,0.0,0.0
BL113-S,2022-04,P90,0.0,0.0,0.0
BL113-XL,2022-04,P80,1.0,1.0,0.0
BL113-XL,2022-04,P90,1.0,1.0,0.0
BL113-XL,2022-05,P80,0.0,0.0,0.0
BL113-XL,2022-05,P90,0.0,0.0,0.0
BL113-XL,2022-06,P80,1.0,1.0,0.0
BL113-XL,2022-06,P90,1.0,1.0,0.0
BL113-XS,2022-04,P80,0.0,0.0,0.0
BL113-XS,2022-04,P90,0.0,0.0,0.0
BL113-XS,2022-06,P80,0.0,0.0,0.0
BL113-XS,2022-06,P90,0.0,0.0,0.0
BL113-XXL,2022-04,P80,0.0,0.0,0.0
BL113-XXL,2022-04,P90,0.0,0.0,0.0
BL113-XXL,2022-05,P80,0.0,0.0,0.0
BL113-XXL,2022-05,P90,0.0,0.0,0.0
BTM002-B-L,2022-04,P80,1.0,1.0,0.0
BTM002-B-L,2022-04,P90,1.0,1.0,0.0
BTM002-B-M,2022-04,P80,22.0,22.0,0.0
BTM002-B-M,2022-04,P90,22.0,22.0,0.0
BTM002-B-M,2022-06,P80,28.0,28.0,0.0
BTM002-B-M,2022-06,P90,28.0,28.0,0.0
BTM002-B-XL,2022-04,P80,1.0,1.0,0.0
BTM002-B-XL,2022-04,P90,1.0,1.0,0.0
BTM002-B-XXL,2022-04,P80,0.0,0.0,0.0
BTM002-B-XXL,2022-04,P90,0.0,0.0,0.0
BTM002-B-XXXL,2022-04,P80,1.0,1.0,0.0
BTM002-B-XXXL,2022-04,P90,1.0,1.0,0.0
BTM002-L,2022-04,P80,1.0,1.0,0.0
BTM002-L,2022-04,P90,1.0,1.0,0.0
BTM002-S,2022-04,P80,1.0,1.0,0.0
BTM002-S,2022-04,P90,1.0,1.0,0.0
BTM002-XL,2022-04,P80,1.0,1.0,0.0
BTM002-XL,2022-04,P90,1.0,1.0,0.0
BTM002-XL,2022-06,P80,0.0,0.0,0.0
BTM002-XL,2022-06,P90,0.0,0.0,0.0
BTM002-XXXL,2022-05,P80,0.0,0.0,0.0
BTM002-XXXL,2022-05,P90,0.0,0.0,0.0
BTM003-B-L,2022-06,P80,0.0,0.0,0.0
BTM003-B-L,2022-06,P90,0.0,0.0,0.0
BTM003-B-XXXL,2022-04,P80,1.0,1.0,0.0
BTM003-B-XXXL,2022-04,P90,1.0,1.0,0.0
BTM003-M,2022-04,P80,1.0,1.0,0.0
BTM003-M,2022-04,P90,1.0,1.0,0.0
BTM003-XXXL,2022-06,P80,1.0,1.0,0.0
BTM003-XXXL,2022-06,P90,1.0,1.0,0.0
BTM004-XXXL,2022-05,P80,18.0,18.0,0.0
BTM004-XXXL,2022-05,P90,18.0,18.0,0.0
BTM005-B-L,2022-06,P80,1.0,1.0,0.0
BTM005-B-L,2022-06,P90,1.0,1.0,0.0
BTM005-L,2022-04,P80,0.0,0.0,0.0
BTM005-L,2022-04,P90,0.0,0.0,0.0
BTM005-XXL,2022-06,P80,1.0,1.0,0.0
BTM005-XXL,2022-06,P90,1.0,1.0,0.0
BTM005-XXXL,2022-05,P80,1.0,1.0,0.0
BTM005-XXXL,2022-05,P90,1.0,1.0,0.0
BTM008-B-L,2022-05,P80,1.0,1.0,0.0
BTM008-B-L,2022-05,P90,1.0,1.0,0.0
BTM008-B-L,2022-06,P80,1.0,1.0,0.0
BTM008-B-L,2022-06,P90,1.0,1.0,0.0
BTM008-B-M,2022-05,P80,0.0,0.0,0.0
BTM008-B-M,2022-05,P90,0.0,0.0,0.0
BTM008-B-M,2022-06,P80,0.0,0.0,0.0
BTM008-B-M,2022-06,P90,0.0,0.0,0.0
BTM008-B-XXL,2022-05,P80,1.0,1.0,0.0
BTM008-B-XXL,2022-05,P90,1.0,1.0,0.0
BTM008-B-XXL,2022-06,P80,1.0,1.0,0.0
BTM008-B-XXL,2022-06,P90,1.0,1.0,0.0
BTM008-L,2022-05,P80,1.0,1.0,0.0
BTM008-L,2022-05,P90,1.0,1.0,0.0
BTM008-XL,2022-04,P80,1.0,1.0,0.0
BTM008-XL,2022-04,P90,1.0,1.0,0.0
BTM008-XL,2022-06,P80,1.0,1.0,0.0
BTM008-XL,2022-06,P90,1.0,1.0,0.0
BTM008-XXL,2022-04,P80,1.0,1.0,0.0
BTM008-XXL,2022-04,P90,1.0,1.0,0.0
BTM008-XXL,2022-05,P80,1.0,1.0,0.0
BTM008-XXL,2022-05,P90,1.0,1.0,0.0
BTM008-XXXL,2022-05,P80,1.0,1.0,0.0
BTM008-XXXL,2022-05,P90,1.0,1.0,0.0
BTM021-B-L,2022-04,P80,1.0,1.0,0.0
BTM021-B-L,2022-04,P90,1.0,1.0,0.0
BTM021-B-XS,2022-04,P80,1.0,1.0,0.0
BTM021-B-XS,2022-04,P90,1.0,1.0,0.0
BTM021-B-XXL,2022-04,P80,1.0,1.0,0.0
BTM021-B-XXL,2022-04,P90,1.0,1.0,0.0
BTM021-B-XXXL,2022-05,P80,0.0,0.0,0.0
BTM021-B-XXXL,2022-05,P90,0.0,0.0,0.0
BTM026-NP-L,2022-04,P80,1.0,1.0,0.0
BTM026-NP-L,2022-04,P90,1.0,1.0,0.0
BTM026-NP-L,2022-05,P80,22.0,22.0,0.0
BTM026-NP-L,2022-05,P90,22.0,22.0,0.0
BTM026-NP-M,2022-04,P80,1.0,1.0,0.0
BTM026-NP-M,2022-04,P90,1.0,1.0,0.0
BTM026-NP-S,2022-04,P80,1.0,1.0,0.0
BTM026-NP-S,2022-04,P90,1.0,1.0,0.0
BTM026-NP-XL,2022-04,P80,1.0,1.0,0.0
BTM026-NP-XL,2022-04,P90,1.0,1.0,0.0
BTM026-NP-XS,2022-04,P80,1.0,1.0,0.0
BTM026-NP-XS,2022-04,P90,1.0,1.0,0.0
BTM026-NP-XXL,2022-06,P80,1.0,1.0,0.0
BTM026-NP-XXL,2022-06,P90,1.0,1.0,0.0
BTM026-NP-XXXL,2022-05,P80,24.0,24.0,0.0
BTM026-NP-XXXL,2022-05,P90,24.0,24.0,0.0
BTM026-NP-XXXL,2022-06,P80,1.0,1.0,0.0
BTM026-NP-XXXL,2022-06,P90,1.0,1.0,0.0
BTM027-NP-L,2022-04,P80,0.0,0.0,0.0
BTM027-NP-L,2022-04,P90,0.0,0.0,0.0
BTM027-NP-XXL,2022-05,P80,1.0,1.0,0.0
BTM027-NP-XXL,2022-05,P90,1.0,1.0,0.0
BTM027-NP-XXXL,2022-04,P80,17.0,17.0,0.0
BTM027-NP-XXXL,2022-04,P90,17.0,17.0,0.0
BTM029-NP-L,2022-04,P80,24.0,24.0,0.0
BTM029-NP-L,2022-04,P90,24.0,24.0,0.0
BTM029-NP-L,2022-06,P80,1.0,1.0,0.0
BTM029-NP-L,2022-06,P90,1.0,1.0,0.0
BTM029-NP-M,2022-04,P80,24.0,24.0,0.0
BTM029-NP-M,2022-04,P90,24.0,24.0,0.0
BTM029-NP-M,2022-06,P80,1.0,1.0,0.0
BTM029-NP-M,2022-06,P90,1.0,1.0,0.0
BTM029-NP-S,2022-04,P80,21.0,21.0,0.0
BTM029-NP-S,2022-04,P90,21.0,21.0,0.0
BTM029-NP-XL,2022-04,P80,1.0,1.0,0.0
BTM029-NP-XL,2022-04,P90,1.0,1.0,0.0
BTM029-NP-XL,2022-05,P80,20.0,20.0,0.0
BTM029-NP-XL,2022-05,P90,20.0,20.0,0.0
BTM029-NP-XL,2022-06,P80,1.0,1.0,0.0
BTM029-NP-XL,2022-06,P90,1.0,1.0,0.0
BTM029-NP-XS,2022-05,P80,15.0,15.0,0.0
BTM029-NP-XS,2022-05,P90,15.0,15.0,0.0
BTM029-NP-XXL,2022-04,P80,26.0,26.0,0.0
BTM029-NP-XXL,2022-04,P90,26.0,26.0,0.0
BTM029-NP-XXL,2022-05,P80,25.0,25.0,0.0
BTM029-NP-XXL,2022-05,P90,25.0,25.0,0.0
BTM029-NP-XXXL,2022-04,P80,24.0,24.0,0.0
BTM029-NP-XXXL,2022-04,P90,24.0,24.0,0.0
BTM030-NP-M,2022-04,P80,26.0,26.0,0.0
BTM030-NP-M,2022-04,P90,26.0,26.0,0.0
BTM030-NP-S,2022-04,P80,0.0,0.0,0.0
BTM030-NP-S,2022-04,P90,0.0,0.0,0.0
BTM030-NP-XL,2022-06,P80,0.0,0.0,0.0
BTM030-NP-XL,2022-06,P90,0.0,0.0,0.0
BTM030-NP-XS,2022-04,P80,1.0,1.0,0.0
BTM030-NP-XS,2022-04,P90,1.0,1.0,0.0
BTM030-NP-XS,2022-05,P80,0.0,0.0,0.0
BTM030-NP-XS,2022-05,P90,0.0,0.0,0.0
BTM030-NP-XXL,2022-04,P80,22.0,22.0,0.0
BTM030-NP-XXL,2022-04,P90,22.0,22.0,0.0
BTM030-NP-XXXL,2022-04,P80,22.0,22.0,0.0
BTM030-NP-XXXL,2022-04,P90,22.0,22.0,0.0
BTM030-NP-XXXL,2022-05,P80,21.0,21.0,0.0
BTM030-NP-XXXL,2022-05,P90,21.0,21.0,0.0
BTM030-NP-XXXL,2022-06,P80,20.0,20.0,0.0
BTM030-NP-XXXL,2022-06,P90,20.0,20.0,0.0
BTM031-NP-L,2022-04,P80,1.0,1.0,0.0
BTM031-NP-L,2022-04,P90,1.0,1.0,0.0
BTM031-NP-L,2022-06,P80,1.0,1.0,0.0
BTM031-NP-L,2022-06,P90,1.0,1.0,0.0
BTM031-NP-M,2022-04,P80,0.0,0.0,0.0
BTM031-NP-M,2022-04,P90,0.0,0.0,0.0
BTM031-NP-XL,2022-04,P80,23.0,23.0,0.0
BTM031-NP-XL,2022-04,P90,23.0,23.0,0.0
BTM031-NP-XL,2022-06,P80,1.0,1.0,0.0
BTM031-NP-XL,2022-06,P90,1.0,1.0,0.0
BTM031-NP-XS,2022-04,P80,1.0,1.0,0.0
BTM031-NP-XS,2022-04,P90,1.0,1.0,0.0
BTM031-NP-XXL,2022-04,P80,0.0,0.0,0.0
BTM031-NP-XXL,2022-04,P90,0.0,0.0,0.0
BTM032-NP-M,2022-05,P80,0.0,0.0,0.0
BTM032-NP-M,2022-05,P90,0.0,0.0,0.0
BTM032-NP-S,2022-04,P80,0.0,0.0,0.0
BTM032-NP-S,2022-04,P90,0.0,0.0,0.0
BTM032-NP-S,2022-05,P80,0.0,0.0,0.0
BTM032-NP-S,2022-05,P90,0.0,0.0,0.0
BTM032-NP-S,2022-06,P80,1.0,1.0,0.0
BTM032-NP-S,2022-06,P90,1.0,1.0,0.0
BTM032-NP-XS,2022-04,P80,1.0,1.0,0.0
BTM032-NP-XS,2022-04,P90,1.0,1.0,0.0
BTM033-NP-XS,2022-04,P80,1.0,1.0,0.0
BTM033-NP-XS,2022-04,P90,1.0,1.0,0.0
BTM033-NP-XXL,2022-04,P80,16.0,16.0,0.0
BTM033-NP-XXL,2022-04,P90,16.0,16.0,0.0
BTM033-NP-XXXL,2022-04,P80,19.0,19.0,0.0
BTM033-NP-XXXL,2022-04,P90,19.0,19.0,0.0
BTM033-NP-XXXL,2022-06,P80,20.0,20.0,0.0
BTM033-NP-XXXL,2022-06,P90,20.0,20.0,0.0
BTM035-NP-XS,2022-04,P80,1.0,1.0,0.0
BTM035-NP-XS,2022-04,P90,1.0,1.0,0.0
BTM035-NP-XXXL,2022-05,P80,15.0,15.0,0.0
BTM035-NP-XXXL,2022-05,P90,15.0,15.0,0.0
BTM035-NP-XXXL,2022-06,P80,20.0,20.0,0.0
BTM035-NP-XXXL,2022-06,P90,20.0,20.0,0.0
BTM036-PP-L,2022-04,P80,1.0,1.0,0.0
BTM036-PP-L,2022-04,P90,1.0,1.0,0.0
BTM036-PP-L,2022-06,P80,19.0,19.0,0.0
BTM036-PP-L,2022-06,P90,19.0,19.0,0.0
BTM036-PP-M,2022-04,P80,0.0,0.0,0.0
BTM036-PP-M,2022-04,P90,0.0,0.0,0.0
BTM036-PP-S,2022-04,P80,1.0,1.0,0.0
BTM036-PP-S,2022-04,P90,1.0,1.0,0.0
BTM036-PP-XL,2022-05,P80,1.0,1.0,0.0
BTM036-PP-XL,2022-05,P90,1.0,1.0,0.0
BTM036-PP-XL,2022-06,P80,27.0,27.0,0.0
BTM036-PP-XL,2022-06,P90,27.0,27.0,0.0
BTM036-PP-XXL,2022-04,P80,1.0,1.0,0.0
BTM036-PP-XXL,2022-04,P90,1.0,1.0,0.0
BTM036-PP-XXL,2022-05,P80,0.0,0.0,0.0
BTM036-PP-XXL,2022-05,P90,0.0,0.0,0.0
BTM036-PP-XXL,2022-06,P80,1.0,1.0,0.0
BTM036-PP-XXL,2022-06,P90,1.0,1.0,0.0
BTM036-PP-XXXL,2022-04,P80,21.0,21.0,0.0
BTM036-PP-XXXL,2022-04,P90,21.0,21.0,0.0
BTM037-PP-M,2022-05,P80,21.0,21.0,0.0
BTM037-PP-M,2022-05,P90,21.0,21.0,0.0
BTM037-PP-S,2022-06,P80,1.0,1.0,0.0
BTM037-PP-S,2022-06,P90,1.0,1.0,0.0
BTM037-PP-XL,2022-04,P80,18.0,18.0,0.0
BTM037-PP-XL,2022-04,P90,18.0,18.0,0.0
BTM037-PP-XL,2022-06,P80,24.0,24.0,0.0
BTM037-PP-XL,2022-06,P90,24.0,24.0,0.0
BTM037-PP-XS,2022-04,P80,0.0,0.0,0.0
BTM037-PP-XS,2022-04,P90,0.0,0.0,0.0
BTM037-PP-XXL,2022-05,P80,20.0,20.0,0.0
BTM037-PP-XXL,2022-05,P90,20.0,20.0,0.0
BTM037-PP-XXXL,2022-04,P80,26.0,26.0,0.0
BTM037-PP-XXXL,2022-04,P90,26.0,26.0,0.0
BTM037-PP-XXXL,2022-05,P80,23.0,23.0,0.0
BTM037-PP-XXXL,2022-05,P90,23.0,23.0,0.0
BTM038-PP-L,2022-04,P80,20.0,20.0,0.0
BTM038-PP-L,2022-04,P90,20.0,20.0,0.0
BTM038-PP-L,2022-06,P80,19.0,19.0,0.0
BTM038-PP-L,2022-06,P90,19.0,19.0,0.0
BTM038-PP-S,2022-04,P80,1.0,1.0,0.0
BTM038-PP-S,2022-04,P90,1.0,1.0,0.0
BTM038-PP-S,2022-05,P80,20.0,20.0,0.0
BTM038-PP-S,2022-05,P90,21.0,21.0,0.0
BTM038-PP-XS,2022-06,P80,1.0,1.0,0.0
BTM038-PP-XS,2022-06,P90,1.0,1.0,0.0
BTM038-PP-XXL,2022-05,P80,19.0,19.0,0.0
BTM038-PP-XXL,2022-05,P90,19.0,19.0,0.0
BTM038-PP-XXL,2022-06,P80,0.0,0.0,0.0
BTM038-PP-XXL,2022-06,P90,0.0,0.0,0.0
BTM038-PP-XXXL,2022-04,P80,20.0,20.0,0.0
BTM038-PP-XXXL,2022-04,P90,20.0,20.0,0.0
BTM038-PP-XXXL,2022-05,P80,24.0,24.0,0.0
BTM038-PP-XXXL,2022-05,P90,24.0,24.0,0.0
BTM038-PP-XXXL,2022-06,P80,25.0,25.0,0.0
BTM038-PP-XXXL,2022-06,P90,25.0,25.0,0.0
BTM039-PP-L,2022-05,P80,21.0,21.0,0.0
BTM039-PP-L,2022-05,P90,23.0,23.0,0.0
BTM039-PP-M,2022-04,P80,0.0,0.0,0.0
BTM039-PP-M,2022-04,P90,0.0,0.0,0.0
BTM039-PP-M,2022-05,P80,26.0,26.0,0.0
BTM039-PP-M,2022-05,P90,27.0,27.0,0.0
BTM039-PP-M,2022-06,P80,24.0,24.0,0.0
BTM039-PP-M,2022-06,P90,24.0,24.0,0.0
BTM039-PP-S,2022-04,P80,17.0,17.0,0.0
BTM039-PP-S,2022-04,P90,17.0,17.0,0.0
BTM039-PP-S,2022-05,P80,23.0,23.0,0.0
BTM039-PP-S,2022-05,P90,23.0,23.0,0.0
BTM039-PP-XL,2022-05,P80,20.0,20.0,0.0
BTM039-PP-XL,2022-05,P90,28.0,28.0,0.0
BTM039-PP-XS,2022-04,P80,1.0,1.0,0.0
BTM039-PP-XS,2022-04,P90,1.0,1.0,0.0
BTM039-PP-XS,2022-05,P80,0.0,0.0,0.0
BTM039-PP-XS,2022-05,P90,0.0,0.0,0.0
BTM039-PP-XXL,2022-04,P80,0.0,0.0,0.0
BTM039-PP-XXL,2022-04,P90,0.0,0.0,0.0
BTM039-PP-XXXL,2022-04,P80,1.0,1.0,0.0
BTM039-PP-XXXL,2022-04,P90,1.0,1.0,0.0
BTM039-PP-XXXL,2022-05,P80,24.0,24.0,0.0
BTM039-PP-XXXL,2022-05,P90,28.0,28.0,0.0
BTM039-PP-XXXL,2022-06,P80,0.0,0.0,0.0
BTM039-PP-XXXL,2022-06,P90,0.0,0.0,0.0
BTM040-PP-M,2022-06,P80,1.0,1.0,0.0
BTM040-PP-M,2022-06,P90,1.0,1.0,0.0
BTM040-PP-S,2022-04,P80,0.0,0.0,0.0
BTM040-PP-S,2022-04,P90,0.0,0.0,0.0
BTM040-PP-S,2022-06,P80,1.0,1.0,0.0
BTM040-PP-S,2022-06,P90,1.0,1.0,0.0
BTM040-PP-XL,2022-04,P80,22.0,22.0,0.0
BTM040-PP-XL,2022-04,P90,22.0,22.0,0.0
BTM040-PP-XL,2022-05,P80,18.0,18.0,0.0
BTM040-PP-XL,2022-05,P90,18.0,18.0,0.0
BTM040-PP-XS,2022-04,P80,1.0,1.0,0.0
BTM040-PP-XS,2022-04,P90,1.0,1.0,0.0
BTM040-PP-XXL,2022-04,P80,1.0,1.0,0.0
BTM040-PP-XXL,2022-04,P90,1.0,1.0,0.0
BTM040-PP-XXL,2022-05,P80,15.0,15.0,0.0
BTM040-PP-XXL,2022-05,P90,15.0,15.0,0.0
BTM040-PP-XXL,2022-06,P80,29.0,29.0,0.0
BTM040-PP-XXL,2022-06,P90,29.0,29.0,0.0
BTM040-PP-XXXL,2022-04,P80,19.0,19.0,0.0
BTM040-PP-XXXL,2022-04,P90,19.0,19.0,0.0
BTM040-PP-XXXL,2022-05,P80,19.0,19.0,0.0
BTM040-PP-XXXL,2022-05,P90,19.0,19.0,0.0
BTM041-PP-L,2022-05,P80,8.0,8.0,0.0
BTM041-PP-L,2022-05,P90,8.0,8.0,0.0
BTM041-PP-L,2022-06,P80,11.0,11.0,0.0
BTM041-PP-L,2022-06,P90,11.0,11.0,0.0
BTM041-PP-S,2022-04,P80,0.0,0.0,0.0
BTM041-PP-S,2022-04,P90,0.0,0.0,0.0
BTM041-PP-XL,2022-05,P80,1.0,1.0,0.0
BTM041-PP-XL,2022-05,P90,1.0,1.0,0.0
BTM041-PP-XL,2022-06,P80,0.0,0.0,0.0
BTM041-PP-XL,2022-06,P90,0.0,0.0,0.0
BTM041-PP-XS,2022-04,P80,1.0,1.0,0.0
BTM041-PP-XS,2022-04,P90,1.0,1.0,0.0
BTM041-PP-XXL,2022-04,P80,1.0,1.0,0.0
BTM041-PP-XXL,2022-04,P90,1.0,1.0,0.0
BTM041-PP-XXXL,2022-04,P80,1.0,1.0,0.0
BTM041-PP-XXXL,2022-04,P90,1.0,1.0,0.0
BTM041-PP-XXXL,2022-05,P80,1.0,1.0,0.0
BTM041-PP-XXXL,2022-05,P90,1.0,1.0,0.0
BTM041-PP-XXXL,2022-06,P80,1.0,1.0,0.0
BTM041-PP-XXXL,2022-06,P90,1.0,1.0,0.0
BTM042-PP-L,2022-04,P80,1.0,1.0,0.0
BTM042-PP-L,2022-04,P90,1.0,1.0,0.0
BTM042-PP-L,2022-05,P80,1.0,1.0,0.0
BTM042-PP-L,2022-05,P90,1.0,1.0,0.0
BTM042-PP-M,2022-04,P80,1.0,1.0,0.0
BTM042-PP-M,2022-04,P90,1.0,1.0,0.0
BTM042-PP-M,2022-05,P80,23.0,23.0,0.0
BTM042-PP-M,2022-05,P90,23.0,23.0,0.0
BTM042-PP-S,2022-05,P80,1.0,1.0,0.0
BTM042-PP-S,2022-05,P90,1.0,1.0,0.0
BTM042-PP-XL,2022-04,P80,0.0,0.0,0.0
BTM042-PP-XL,2022-04,P90,0.0,0.0,0.0
BTM042-PP-XL,2022-05,P80,4.0,4.0,0.0
BTM042-PP-XL,2022-05,P90,4.0,4.0,0.0
BTM042-PP-XS,2022-04,P80,1.0,1.0,0.0
BTM042-PP-XS,2022-04,P90,1.0,1.0,0.0
BTM042-PP-XXL,2022-05,P80,1.0,1.0,0.0
BTM042-PP-XXL,2022-05,P90,1.0,1.0,0.0
BTM042-PP-XXXL,2022-04,P80,0.0,0.0,0.0
BTM042-PP-XXXL,2022-04,P90,0.0,0.0,0.0
BTM042-PP-XXXL,2022-06,P80,25.0,25.0,0.0
BTM042-PP-XXXL,2022-06,P90,25.0,25.0,0.0
BTM043-PP-S,2022-04,P80,1.0,1.0,0.0
BTM043-PP-S,2022-04,P90,1.0,1.0,0.0
BTM043-PP-S,2022-05,P80,21.0,21.0,0.0
BTM043-PP-S,2022-05,P90,21.0,21.0,0.0
BTM043-PP-XL,2022-04,P80,16.0,16.0,0.0
BTM043-PP-XL,2022-04,P90,16.0,16.0,0.0
BTM043-PP-XL,2022-05,P80,19.0,19.0,0.0
BTM043-PP-XL,2022-05,P90,19.0,19.0,0.0
BTM043-PP-XS,2022-04,P80,1.0,1.0,0.0
BTM043-PP-XS,2022-04,P90,1.0,1.0,0.0
BTM043-PP-XXL,2022-04,P80,17.0,17.0,0.0
BTM043-PP-XXL,2022-04,P90,17.0,17.0,0.0
BTM043-PP-XXL,2022-05,P80,23.0,23.0,0.0
BTM043-PP-XXL,2022-05,P90,23.0,23.0,0.0
BTM043-PP-XXXL,2022-05,P80,0.0,0.0,0.0
BTM043-PP-XXXL,2022-05,P90,0.0,0.0,0.0
BTM044-PP-M,2022-04,P80,25.0,25.0,0.0
BTM044-PP-M,2022-04,P90,25.0,25.0,0.0
BTM044-PP-XL,2022-05,P80,19.0,19.0,0.0
BTM044-PP-XL,2022-05,P90,19.0,19.0,0.0
BTM044-PP-XS,2022-04,P80,0.0,0.0,0.0
BTM044-PP-XS,2022-04,P90,0.0,0.0,0.0
BTM044-PP-XXL,2022-05,P80,0.0,0.0,0.0
BTM044-PP-XXL,2022-05,P90,0.0,0.0,0.0
BTM044-PP-XXXL,2022-04,P80,1.0,1.0,0.0
BTM044-PP-XXXL,2022-04,P90,1.0,1.0,0.0
BTM044-PP-XXXL,2022-05,P80,0.0,0.0,0.0
BTM044-PP-XXXL,2022-05,P90,0.0,0.0,0.0
BTM045-PP-M,2022-05,P80,23.0,23.0,0.0
BTM045-PP-M,2022-05,P90,23.0,23.0,0.0
BTM045-PP-XL,2022-04,P80,18.0,18.0,0.0
BTM045-PP-XL,2022-04,P90,18.0,18.0,0.0
BTM045-PP-XL,2022-05,P80,26.0,26.0,0.0
BTM045-PP-XL,2022-05,P90,26.0,26.0,0.0
BTM045-PP-XXL,2022-04,P80,1.0,1.0,0.0
BTM045-PP-XXL,2022-04,P90,1.0,1.0,0.0
BTM045-PP-XXXL,2022-04,P80,1.0,1.0,0.0
BTM045-PP-XXXL,2022-04,P90,1.0,1.0,0.0
BTM045-PP-XXXL,2022-05,P80,23.0,23.0,0.0
BTM045-PP-XXXL,2022-05,P90,23.0,23.0,0.0
BTM046-PP-M,2022-05,P80,0.0,0.0,0.0
BTM046-PP-M,2022-05,P90,0.0,0.0,0.0
BTM046-PP-M,2022-06,P80,4.0,4.0,0.0
BTM046-PP-M,2022-06,P90,4.0,4.0,0.0
BTM046-PP-XL,2022-04,P80,5.0,5.0,0.0
BTM046-PP-XL,2022-04,P90,5.0,5.0,0.0
BTM046-PP-XL,2022-05,P80,19.0,19.0,0.0
BTM046-PP-XL,2022-05,P90,19.0,19.0,0.0
BTM047-PP-L,2022-04,P80,1.0,1.0,0.0
BTM047-PP-L,2022-04,P90,1.0,1.0,0.0
BTM047-PP-L,2022-06,P80,22.0,22.0,0.0
BTM047-PP-L,2022-06,P90,22.0,22.0,0.0
BTM047-PP-M,2022-05,P80,0.0,0.0,0.0
BTM047-PP-M,2022-05,P90,0.0,0.0,0.0
BTM047-PP-S,2022-04,P80,1.0,1.0,0.0
BTM047-PP-S,2022-04,P90,1.0,1.0,0.0
BTM047-PP-XS,2022-04,P80,1.0,1.0,0.0
BTM047-PP-XS,2022-04,P90,1.0,1.0,0.0
BTM047-PP-XXL,2022-04,P80,0.0,0.0,0.0
BTM047-PP-XXL,2022-04,P90,0.0,0.0,0.0
BTM047-PP-XXL,2022-05,P80,0.0,0.0,0.0
BTM047-PP-XXL,2022-05,P90,0.0,0.0,0.0
BTM047-PP-XXL,2022-06,P80,1.0,1.0,0.0
BTM047-PP-XXL,2022-06,P90,1.0,1.0,0.0
BTM047-PP-XXXL,2022-04,P80,0.0,0.0,0.0
BTM047-PP-XXXL,2022-04,P90,0.0,0.0,0.0
BTM048-PP-L,2022-06,P80,16.0,16.0,0.0
BTM048-PP-L,2022-06,P90,16.0,16.0,0.0
BTM048-PP-M,2022-04,P80,1.0,1.0,0.0
BTM048-PP-M,2022-04,P90,1.0,1.0,0.0
BTM048-PP-M,2022-06,P80,26.0,26.0,0.0
BTM048-PP-M,2022-06,P90,26.0,26.0,0.0
BTM048-PP-XS,2022-04,P80,0.0,0.0,0.0
BTM048-PP-XS,2022-04,P90,0.0,0.0,0.0
BTM048-PP-XXL,2022-06,P80,1.0,1.0,0.0
BTM048-PP-XXL,2022-06,P90,1.0,1.0,0.0
BTM048-PP-XXXL,2022-05,P80,0.0,0.0,0.0
BTM048-PP-XXXL,2022-05,P90,0.0,0.0,0.0
CH201-RED-M,2022-05,P80,1.0,1.0,0.0
CH201-RED-M,2022-05,P90,1.0,1.0,0.0
CH201-RED-M,2022-06,P80,1.0,1.0,0.0
CH201-RED-M,2022-06,P90,1.0,1.0,0.0
CH202-ORANGE-L,2022-04,P80,0.0,0.0,0.0
CH202-ORANGE-L,2022-04,P90,0.0,0.0,0.0
CH202-ORANGE-L,2022-06,P80,1.0,1.0,0.0
CH202-ORANGE-L,2022-06,P90,1.0,1.0,0.0
CH202-ORANGE-XXL,2022-06,P80,23.0,23.0,0.0
CH202-ORANGE-XXL,2022-06,P90,23.0,23.0,0.0
CH203-MAROON-L,2022-04,P80,1.0,1.0,0.0
CH203-MAROON-L,2022-04,P90,1.0,1.0,0.0
CH203-MAROON-S,2022-06,P80,1.0,1.0,0.0
CH203-MAROON-S,2022-06,P90,1.0,1.0,0.0
CH204-PURPLE-L,2022-04,P80,1.0,1.0,0.0
CH204-PURPLE-L,2022-04,P90,1.0,1.0,0.0
CH204-PURPLE-M,2022-04,P80,0.0,0.0,0.0
CH204-PURPLE-M,2022-04,P90,0.0,0.0,0.0
CH204-PURPLE-M,2022-06,P80,1.0,1.0,0.0
